Carbon concentration / (weight%),Silicon concentration / (weight%),Manganese concentration / (weight%),Sulphur concentration / (weight%),Phosphorus concentration / (weight%),Nickel concentration / (weight%),Chromium concentration / (weight%),Molybdenum concentration / (weight%),Vanadium concentration / (weight%),Copper concentration / (weight%),Cobalt concentration / (weight%),Tungsten concentration / (weight%),Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Electrode positive or negative,Heat input / kJmm-1,Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kgmm-2,50 % FATT,Primary ferrite in microstructure / %,Ferrite with second phase / %,Acicular ferrite / %,Martensite / %,Ferrite with carbide aggreagate / %,Weld ID
0.097,0.18,1.0,0.007,0.015,0.93,9.1,0.96,0.19,,0.0,0.98,667.0,,529.0,,,460.0,,,,180.0,34.0,DC,+,1.0,175.0,MMA,750.0,8.0,531.0,738.0,17.3,58.1,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-1W1Ni
0.091,0.18,0.99,0.008,0.015,0.0,8.94,0.97,0.18,,0.92,0.98,695.0,,509.0,,,440.0,,,,180.0,34.0,DC,+,1.0,175.0,MMA,750.0,8.0,492.0,673.0,21.8,65.3,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-1W1Co
0.09,0.17,0.97,0.008,0.015,0.0,9.2,0.96,0.18,,1.87,0.97,662.0,,523.0,,,450.0,,,,180.0,34.0,DC,+,1.0,175.0,MMA,750.0,8.0,524.0,701.0,20.7,63.7,,,,,,,,,,Evans-AlEl9Cr1Mo-1994-1W2Co
0.05,0.46,0.96,0.01,0.017,0.03,,0.01,,0.02,,,443.0,,84.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,250.0,16.0,449.0,542.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-1aw
0.05,0.46,0.96,0.01,0.017,0.03,,0.01,,0.02,,,443.0,,84.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,620.0,1.0,416.0,507.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-1ht
0.045,0.48,0.97,0.01,0.018,0.03,,0.32,,0.02,,,430.0,,107.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,250.0,16.0,494.0,570.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-2aw
0.045,0.48,0.97,0.01,0.018,0.03,,0.32,,0.02,,,430.0,,107.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,620.0,1.0,485.0,584.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-2ht
0.05,0.41,0.92,0.011,0.019,0.02,,0.51,,0.02,,,450.0,,114.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,250.0,16.0,514.0,594.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-3aw
0.05,0.41,0.92,0.011,0.019,0.02,,0.51,,0.02,,,450.0,,114.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,620.0,1.0,538.0,626.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-3ht
0.06,0.44,1.6,0.01,0.018,0.03,,0.01,,0.02,,,395.0,,102.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,250.0,16.0,550.0,615.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-4aw
0.06,0.44,1.6,0.01,0.018,0.03,,0.01,,0.02,,,395.0,,102.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,620.0,1.0,494.0,556.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-4ht
0.06,0.46,1.63,0.01,0.02,0.02,,0.34,,0.02,,,407.0,,106.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,250.0,16.0,612.0,688.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-5aw
0.06,0.46,1.63,0.01,0.02,0.02,,0.34,,0.02,,,407.0,,106.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,620.0,1.0,591.0,674.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-5ht
0.055,0.48,1.62,0.011,0.021,0.02,,0.54,,0.02,,,371.0,,93.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,250.0,16.0,673.0,737.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-6aw
0.055,0.48,1.62,0.011,0.021,0.02,,0.54,,0.02,,,371.0,,93.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,620.0,1.0,628.0,727.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-6ht
0.06,0.42,2.0,0.01,0.02,0.02,,0.01,,0.02,,,371.0,,117.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,250.0,16.0,583.0,664.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-7aw
0.06,0.42,2.0,0.01,0.02,0.02,,0.01,,0.02,,,371.0,,117.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,620.0,1.0,530.0,626.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-7ht
0.06,0.39,1.95,0.01,0.021,0.02,,0.34,,0.02,,,395.0,,125.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,250.0,16.0,677.0,741.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-8aw
0.06,0.39,1.95,0.01,0.021,0.02,,0.34,,0.02,,,395.0,,125.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,620.0,1.0,632.0,709.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-8ht
0.055,0.39,1.99,0.01,0.022,0.02,,0.54,,0.02,,,364.0,,102.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,250.0,16.0,701.0,748.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-9aw
0.055,0.39,1.99,0.01,0.022,0.02,,0.54,,0.02,,,364.0,,102.0,,,,,,,170.0,21.0,DC,+,1.8,100.0,MMA,620.0,1.0,693.0,783.0,,,,,,,,,,,,RaiterGonzal-Mo-1989-9ht
0.03,0.45,0.78,0.013,0.01,,,,,,,,336.0,140.0,95.0,90.0,,,60.0,10.0,20.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,408.0,,,,,,,,,,,,,SvenGret-1990-1
0.03,0.45,0.78,0.013,0.01,,,,,,,,336.0,140.0,95.0,90.0,,,60.0,10.0,20.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,5.0,,,,,,,,SvenGret-1990-1Ch-6
0.03,0.45,0.78,0.013,0.01,,,,,,,,336.0,140.0,95.0,90.0,,,60.0,10.0,20.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,12.0,,,,,,,,SvenGret-1990-1Ch-4
0.03,0.45,0.78,0.013,0.01,,,,,,,,336.0,140.0,95.0,90.0,,,60.0,10.0,20.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,48.0,,,,,,,,SvenGret-1990-1Ch-2
0.03,0.45,0.78,0.013,0.01,,,,,,,,336.0,140.0,95.0,90.0,,,60.0,10.0,20.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,136.0,,,,,,,,SvenGret-1990-1Ch0
0.03,0.45,0.78,0.013,0.01,,,,,,,,336.0,140.0,95.0,90.0,,,60.0,10.0,20.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,212.0,,,,,,,,SvenGret-1990-1Ch2
0.032,0.45,1.27,0.008,0.01,,,,,,,,321.0,130.0,94.0,90.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,440.0,,,,,,,,,,,,,SvenGret-1990-2
0.032,0.45,1.27,0.008,0.01,,,,,,,,321.0,130.0,94.0,90.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,10.0,,,,,,,,SvenGret-1990-2Ch-6
0.032,0.45,1.27,0.008,0.01,,,,,,,,321.0,130.0,94.0,90.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,21.0,,,,,,,,SvenGret-1990-2Ch-4
0.032,0.45,1.27,0.008,0.01,,,,,,,,321.0,130.0,94.0,90.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,38.0,,,,,,,,SvenGret-1990-2Ch-2
0.032,0.45,1.27,0.008,0.01,,,,,,,,321.0,130.0,94.0,90.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,152.0,,,,,,,,SvenGret-1990-2Ch0
0.032,0.45,1.27,0.008,0.01,,,,,,,,321.0,130.0,94.0,90.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,195.0,,,,,,,,SvenGret-1990-2Ch2
0.031,0.42,1.71,0.004,0.01,,,,,,,,297.0,110.0,109.0,80.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,488.0,,,,,,,,,,,,,SvenGret-1990-3
0.031,0.42,1.71,0.004,0.01,,,,,,,,297.0,110.0,109.0,80.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,29.0,,,,,,,,SvenGret-1990-3Ch-6
0.031,0.42,1.71,0.004,0.01,,,,,,,,297.0,110.0,109.0,80.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,71.0,,,,,,,,SvenGret-1990-3Ch-4
0.031,0.42,1.71,0.004,0.01,,,,,,,,297.0,110.0,109.0,80.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,143.0,,,,,,,,SvenGret-1990-3Ch-2
0.031,0.42,1.71,0.004,0.01,,,,,,,,297.0,110.0,109.0,80.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,186.0,,,,,,,,SvenGret-1990-3Ch0
0.031,0.42,1.71,0.004,0.01,,,,,,,,297.0,110.0,109.0,80.0,,,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,195.0,,,,,,,,SvenGret-1990-3Ch223
0.032,0.45,2.05,0.002,0.01,,,,,,,,320.0,120.0,119.0,90.0,,,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,506.0,,,,,,,,,,,,,SvenGret-1990-4
0.032,0.45,2.05,0.002,0.01,,,,,,,,320.0,120.0,119.0,90.0,,,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,57.0,,,,,,,,SvenGret-1990-4Ch-6
0.032,0.45,2.05,0.002,0.01,,,,,,,,320.0,120.0,119.0,90.0,,,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,88.0,,,,,,,,SvenGret-1990-4Ch-4
0.032,0.45,2.05,0.002,0.01,,,,,,,,320.0,120.0,119.0,90.0,,,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,143.0,,,,,,,,SvenGret-1990-4Ch-2
0.032,0.45,2.05,0.002,0.01,,,,,,,,320.0,120.0,119.0,90.0,,,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,167.0,,,,,,,,SvenGret-1990-4Ch0
0.032,0.45,2.05,0.002,0.01,,,,,,,,320.0,120.0,119.0,90.0,,,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,183.0,,,,,,,,SvenGret-1990-4Ch2
0.059,0.34,0.77,0.01,0.01,,,,,,,,306.0,110.0,66.0,70.0,,,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,400.0,,,,,,,,,,,,,SvenGret-1990-5
0.059,0.34,0.77,0.01,0.01,,,,,,,,306.0,110.0,66.0,70.0,,,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,43.0,,,,,,,,SvenGret-1990-5Ch-6
0.059,0.34,0.77,0.01,0.01,,,,,,,,306.0,110.0,66.0,70.0,,,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,98.0,,,,,,,,SvenGret-1990-5Ch-4
0.059,0.34,0.77,0.01,0.01,,,,,,,,306.0,110.0,66.0,70.0,,,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,157.0,,,,,,,,SvenGret-1990-5Ch-2
0.059,0.34,0.77,0.01,0.01,,,,,,,,306.0,110.0,66.0,70.0,,,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,190.0,,,,,,,,SvenGret-1990-5Ch0
0.059,0.34,0.77,0.01,0.01,,,,,,,,306.0,110.0,66.0,70.0,,,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,200.0,,,,,,,,SvenGret-1990-5Ch2
0.059,0.33,1.09,0.008,0.01,,,,,,,,310.0,100.0,64.0,70.0,,,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,430.0,,,,,,,,,,,,,SvenGret-1990-6
0.059,0.33,1.09,0.008,0.01,,,,,,,,310.0,100.0,64.0,70.0,,,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,12.0,,,,,,,,SvenGret-1990-6Ch-6
0.059,0.33,1.09,0.008,0.01,,,,,,,,310.0,100.0,64.0,70.0,,,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,86.0,,,,,,,,SvenGret-1990-6Ch-4
0.059,0.33,1.09,0.008,0.01,,,,,,,,310.0,100.0,64.0,70.0,,,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,124.0,,,,,,,,SvenGret-1990-6Ch-2
0.059,0.33,1.09,0.008,0.01,,,,,,,,310.0,100.0,64.0,70.0,,,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,176.0,,,,,,,,SvenGret-1990-6Ch0
0.059,0.33,1.09,0.008,0.01,,,,,,,,310.0,100.0,64.0,70.0,,,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,181.0,,,,,,,,SvenGret-1990-6Ch2
0.059,0.3,1.44,0.006,0.01,,,,,,,,305.0,90.0,65.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,473.0,,,,,,,,,,,,,SvenGret-1990-7
0.059,0.3,1.44,0.006,0.01,,,,,,,,305.0,90.0,65.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,20.0,,,,,,,,SvenGret-1990-7Ch-6
0.059,0.3,1.44,0.006,0.01,,,,,,,,305.0,90.0,65.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,129.0,,,,,,,,SvenGret-1990-7Ch-4
0.059,0.3,1.44,0.006,0.01,,,,,,,,305.0,90.0,65.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,143.0,,,,,,,,SvenGret-1990-7Ch-2
0.059,0.3,1.44,0.006,0.01,,,,,,,,305.0,90.0,65.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,171.0,,,,,,,,SvenGret-1990-7Ch0
0.059,0.3,1.44,0.006,0.01,,,,,,,,305.0,90.0,65.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,179.0,,,,,,,,SvenGret-1990-7Ch2
0.065,0.33,1.83,0.003,0.01,,,,,,,,291.0,90.0,76.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,496.0,,,,,,,,,,,,,SvenGret-1990-8
0.065,0.33,1.83,0.003,0.01,,,,,,,,291.0,90.0,76.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,88.0,,,,,,,,SvenGret-1990-8Ch-6
0.065,0.33,1.83,0.003,0.01,,,,,,,,291.0,90.0,76.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,121.0,,,,,,,,SvenGret-1990-8Ch-4
0.065,0.33,1.83,0.003,0.01,,,,,,,,291.0,90.0,76.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,150.0,,,,,,,,SvenGret-1990-8Ch-2
0.065,0.33,1.83,0.003,0.01,,,,,,,,291.0,90.0,76.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,152.0,,,,,,,,SvenGret-1990-8Ch0
0.065,0.33,1.83,0.003,0.01,,,,,,,,291.0,90.0,76.0,70.0,,,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,174.0,,,,,,,,SvenGret-1990-8Ch2
0.09,0.41,0.78,0.013,0.01,,,,,,,,421.0,140.0,36.0,30.0,,,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,430.0,,,,,,,,,,,,,SvenGret-1990-9
0.09,0.41,0.78,0.013,0.01,,,,,,,,421.0,140.0,36.0,30.0,,,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,39.0,,,,,,,,SvenGret-1990-9Ch-6
0.09,0.41,0.78,0.013,0.01,,,,,,,,421.0,140.0,36.0,30.0,,,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,95.0,,,,,,,,SvenGret-1990-9Ch-4
0.09,0.41,0.78,0.013,0.01,,,,,,,,421.0,140.0,36.0,30.0,,,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,160.0,,,,,,,,SvenGret-1990-9Ch-2
0.09,0.41,0.78,0.013,0.01,,,,,,,,421.0,140.0,36.0,30.0,,,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,148.0,,,,,,,,SvenGret-1990-9Ch0
0.09,0.41,0.78,0.013,0.01,,,,,,,,421.0,140.0,36.0,30.0,,,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,198.0,,,,,,,,SvenGret-1990-9Ch2
0.089,0.35,1.18,0.011,0.01,,,,,,,,404.0,120.0,73.0,80.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,450.0,,,,,,,,,,,,,SvenGret-1990-10
0.089,0.35,1.18,0.011,0.01,,,,,,,,404.0,120.0,73.0,80.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,60.0,,,,,,,,SvenGret-1990-10Ch-6
0.089,0.35,1.18,0.011,0.01,,,,,,,,404.0,120.0,73.0,80.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,117.0,,,,,,,,SvenGret-1990-10Ch-4
0.089,0.35,1.18,0.011,0.01,,,,,,,,404.0,120.0,73.0,80.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,162.0,,,,,,,,SvenGret-1990-10Ch-2
0.089,0.35,1.18,0.011,0.01,,,,,,,,404.0,120.0,73.0,80.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,186.0,,,,,,,,SvenGret-1990-10Ch0
0.089,0.35,1.18,0.011,0.01,,,,,,,,404.0,120.0,73.0,80.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,188.0,,,,,,,,SvenGret-1990-10Ch2
0.088,0.37,1.59,0.011,0.01,,,,,,,,491.0,120.0,77.0,30.0,,,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,478.0,,,,,,,,,,,,,SvenGret-1990-11
0.088,0.37,1.59,0.011,0.01,,,,,,,,491.0,120.0,77.0,30.0,,,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,81.0,,,,,,,,SvenGret-1990-11Ch-6
0.088,0.37,1.59,0.011,0.01,,,,,,,,491.0,120.0,77.0,30.0,,,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,110.0,,,,,,,,SvenGret-1990-11Ch-4
0.088,0.37,1.59,0.011,0.01,,,,,,,,491.0,120.0,77.0,30.0,,,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,157.0,,,,,,,,SvenGret-1990-11Ch-2
0.088,0.37,1.59,0.011,0.01,,,,,,,,491.0,120.0,77.0,30.0,,,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,160.0,,,,,,,,SvenGret-1990-11Ch0
0.088,0.37,1.59,0.011,0.01,,,,,,,,491.0,120.0,77.0,30.0,,,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,174.0,,,,,,,,SvenGret-1990-11Ch2
0.098,0.39,2.25,0.008,0.014,,,,,,,,330.0,130.0,88.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,541.0,,,,,,,,,,,,,SvenGret-1990-12
0.098,0.39,2.25,0.008,0.014,,,,,,,,330.0,130.0,88.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,53.0,,,,,,,,SvenGret-1990-12Ch-6
0.098,0.39,2.25,0.008,0.014,,,,,,,,330.0,130.0,88.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,95.0,,,,,,,,SvenGret-1990-12Ch-4
0.098,0.39,2.25,0.008,0.014,,,,,,,,330.0,130.0,88.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,126.0,,,,,,,,SvenGret-1990-12Ch-2
0.098,0.39,2.25,0.008,0.014,,,,,,,,330.0,130.0,88.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,148.0,,,,,,,,SvenGret-1990-12Ch0
0.098,0.39,2.25,0.008,0.014,,,,,,,,330.0,130.0,88.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,188.0,,,,,,,,SvenGret-1990-12Ch2
0.12,0.43,0.86,0.011,0.014,,,,,,,,329.0,150.0,54.0,50.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,445.0,,,,,,,,,,,,,SvenGret-1990-13
0.12,0.43,0.86,0.011,0.014,,,,,,,,329.0,150.0,54.0,50.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,86.0,,,,,,,,SvenGret-1990-13Ch-6
0.12,0.43,0.86,0.011,0.014,,,,,,,,329.0,150.0,54.0,50.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,114.0,,,,,,,,SvenGret-1990-13Ch-4
0.12,0.43,0.86,0.011,0.014,,,,,,,,329.0,150.0,54.0,50.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,140.0,,,,,,,,SvenGret-1990-13Ch-2
0.12,0.43,0.86,0.011,0.014,,,,,,,,329.0,150.0,54.0,50.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,183.0,,,,,,,,SvenGret-1990-13Ch0
0.12,0.43,0.86,0.011,0.014,,,,,,,,329.0,150.0,54.0,50.0,,,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,190.0,,,,,,,,SvenGret-1990-13Ch2
0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,516.0,,,,,,,,,,,,,SvenGret-1990-14
0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,100.0,,,,,,,,SvenGret-1990-14Ch-6
0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,138.0,,,,,,,,SvenGret-1990-14Ch-4
0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-20.0,145.0,,,,,,,,SvenGret-1990-14Ch-2
0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,0.0,162.0,,,,,,,,SvenGret-1990-14Ch0
0.12,0.44,1.35,0.01,0.014,,,,,,,,326.0,150.0,55.0,30.0,,,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,20.0,176.0,,,,,,,,SvenGret-1990-14Ch2
0.13,0.37,1.83,0.01,0.011,,,,,,,,318.0,130.0,63.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,526.0,,,,,,,,,,,,,SvenGret-1990-15
0.13,0.37,1.83,0.01,0.011,,,,,,,,318.0,130.0,63.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-60.0,89.0,,,,,,,,SvenGret-1990-15Ch-6
0.13,0.37,1.83,0.01,0.011,,,,,,,,318.0,130.0,63.0,30.0,,,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250.0,MMA,0.0,0.0,,,,,-40.0,114.0,,,,,,,,SvenGret-1990-15Ch-4
